,Country,Dystopia Residual,Economy (GDP per Capita),Family,Freedom,Generosity,Happiness Rank,Happiness Score,Health (Life Expectancy),Region,Trust (Government Corruption),Year
377,Peru,2.2072694301605202,1.0352252721786501,1.21877038478851,0.45000287890434293,0.126819714903831,63,5.71500015258789,0.6301661133766171,Latin America and Caribbean,0.0470490865409374,2017
378,Mauritius,1.6975839138031,1.1893955469131499,1.20956099033356,0.491247326135635,0.360933750867844,64,5.62900018692017,0.6380074620246889,Sub-Saharan Africa,0.0421815551817417,2017
379,Cyprus,1.62124919891357,1.3559380769729599,1.13136327266693,0.35511153936386103,0.271254301071167,65,5.62099981307983,0.84471470117569,Western Europe,0.0412379764020443,2017
380,Estonia,1.35750865936279,1.3208793401718102,1.47667109966278,0.479131430387497,0.0988908112049103,66,5.61100006103516,0.695168316364288,Central and Eastern Europe,0.18324892222881303,2017
381,Belarus,1.72323298454285,1.15655755996704,1.4449452161788898,0.295400261878967,0.15513750910759,67,5.5689997673034695,0.6377142667770389,Central and Eastern Europe,0.156313821673393,2017
382,Libya,1.8350112438201898,1.1018030643463101,1.3575643301010099,0.465733230113983,0.15207366645336198,68,5.525000095367429,0.520169019699097,Middle East and Northern Africa,0.0926102101802826,2017
383,Turkey,1.87927794456482,1.1982743740081798,1.33775317668915,0.300740599632263,0.0466930419206619,69,5.5,0.6376056075096129,Middle East and Northern Africa,0.0996715798974037,2017
384,Paraguay,1.6853334903716999,0.932537317276001,1.50728487968445,0.473507791757584,0.224150657653809,70,5.493000030517581,0.579250693321228,Latin America and Caribbean,0.091065913438797,2017
385,"Hong Kong S.A.R., China",0.554633140563965,1.55167484283447,1.26279091835022,0.490968644618988,0.374465793371201,71,5.47200012207031,0.943062424659729,,0.29393374919891396,2017
386,Philippines,1.9726047515869098,0.85769921541214,1.25391757488251,0.585214674472809,0.193513423204422,72,5.42999982833862,0.46800905466079706,Southeastern Asia,0.0993318930268288,2017
387,Serbia,1.94708442687988,1.06931757926941,1.2581897974014298,0.20871552824974102,0.22012588381767298,73,5.39499998092651,0.65078467130661,Central and Eastern Europe,0.0409037806093693,2017
388,Jordan,1.79117655754089,0.9910123944282528,1.2390888929367099,0.418421149253845,0.17217046022415197,74,5.33599996566772,0.6045900583267211,Middle East and Northern Africa,0.11980327218771002,2017
389,Hungary,1.7164592742919902,1.2860119342803997,1.34313309192657,0.17586351931095098,0.0784016624093056,75,5.32399988174438,0.6877634525299069,Central and Eastern Europe,0.0366369374096394,2017
390,Jamaica,1.61232566833496,0.925579309463501,1.3682180643081698,0.474307239055634,0.23381833732128102,76,5.31099987030029,0.6410223841667181,Latin America and Caribbean,0.0552677810192108,2017
391,Croatia,1.85449242591858,1.22255623340607,0.9679830074310299,0.255772292613983,0.248002976179123,77,5.2930002212524405,0.701288521289825,Central and Eastern Europe,0.0431031100451946,2017
392,Kosovo,2.0105407238006596,0.951484382152557,1.1378535032272301,0.260287940502167,0.319931447505951,78,5.27899980545044,0.541452050209045,Central and Eastern Europe,0.0574716180562973,2017
393,China,1.76493859291077,1.08116579055786,1.16083741188049,0.47278770804405196,0.0288068410009146,79,5.2729997634887695,0.741415500640869,Eastern Asia,0.0227942746132612,2017
394,Pakistan,2.7924892902374303,0.7268835306167599,0.6726906895637509,0.23521526157856,0.31544601917266807,80,5.26900005340576,0.40204778313636796,Southern Asia,0.12434806674718901,2017
395,Indonesia,1.42947697639465,0.995538592338562,1.2744446992874099,0.443323463201523,0.611704587936401,81,5.26200008392334,0.49234572052955605,Southeastern Asia,0.0153171354904771,2017
396,Venezuela,1.78946375846863,1.12843120098114,1.43133759498596,0.15399712324142498,0.0650196298956871,82,5.25,0.617144227027893,Latin America and Caribbean,0.0644911229610443,2017
397,Montenegro,1.72919154167175,1.12112903594971,1.23837649822235,0.194989055395126,0.197911024093628,83,5.23699998855591,0.6674646735191351,Central and Eastern Europe,0.0881741940975189,2017
398,Morocco,2.45618939399719,0.8781145811080929,0.774864435195923,0.408158332109451,0.0322099551558495,84,5.2350001335144,0.59771066904068,Middle East and Northern Africa,0.0877631828188896,2017
399,Azerbaijan,1.7624816894531203,1.1536017656326298,1.15240025520325,0.39815583825111406,0.0452693402767181,85,5.234000205993651,0.5407757759094239,Central and Eastern Europe,0.180987507104874,2017
400,Dominican Republic,1.3194651603698702,1.07937383651733,1.4024167060852097,0.55258983373642,0.186967849731445,86,5.230000019073491,0.574873745441437,Latin America and Caribbean,0.113945253193378,2017
401,Greece,1.74922156333923,1.28948748111725,1.23941457271576,0.0957312509417534,0.0,87,5.2270002365112305,0.8101989030838009,Western Europe,0.043289776891470004,2017
402,Lebanon,1.69507384300232,1.07498753070831,1.1296242475509601,0.28851598501205394,0.26445075869560203,88,5.22499990463257,0.7350810766220089,Middle East and Northern Africa,0.037513829767704,2017
403,Portugal,1.10768270492554,1.3151752948761002,1.36704301834106,0.498465299606323,0.0951027125120163,89,5.19500017166138,0.795843541622162,Western Europe,0.0158694516867399,2017
404,Bosnia and Herzegovina,1.89217257499695,0.982409417629242,1.0693359375,0.204403176903725,0.328867495059967,90,5.18200016021729,0.705186307430267,Central and Eastern Europe,0.0,2017
405,Honduras,2.0658111572265603,0.730573117733002,1.14394497871399,0.348079860210419,0.23618887364864302,91,5.1810002326965305,0.582569479942322,Latin America and Caribbean,0.0733454525470734,2017
406,Macedonia,1.6174693107605,1.06457793712616,1.20789301395416,0.325905978679657,0.25376096367836,92,5.175000190734861,0.644948184490204,Central and Eastern Europe,0.0602777935564518,2017
407,Somalia,3.11748456954956,0.0226431842893362,0.7211513519287109,0.602126955986023,0.291631311178207,93,5.151000022888179,0.11398913711309401,,0.28241032361984303,2017
408,Vietnam,1.46231865882874,0.7885475754737851,1.27749133110046,0.571055591106415,0.23496805131435397,94,5.07399988174438,0.6521689891815191,Southeastern Asia,0.0876332372426987,2017
409,Nigeria,2.36539053916931,0.783756256103516,1.21577048301697,0.394952565431595,0.23094719648361198,95,5.07399988174438,0.0569157302379608,Sub-Saharan Africa,0.0261215660721064,2017
410,Tajikistan,1.8490493297576898,0.524713635444641,1.27146327495575,0.47156670689582797,0.24899764358997303,96,5.04099988937378,0.5292351245880129,Central and Eastern Europe,0.14637714624404902,2017
411,Bhutan,1.14018440246582,0.885416388511658,1.3401265144348102,0.5015376806259161,0.474054545164108,97,5.01100015640259,0.495879292488098,Southern Asia,0.17338038980960802,2017
412,Kyrgyzstan,1.5367231369018601,0.5962200760841371,1.39423859119415,0.454943388700485,0.42858037352562,98,5.0040001869201705,0.553457796573639,Central and Eastern Europe,0.0394391790032387,2017
413,Nepal,1.8912410736084,0.479820191860199,1.17928326129913,0.44030594825744607,0.39409616589546204,99,4.961999893188481,0.504130780696869,Southern Asia,0.0729755461215973,2017
414,Mongolia,1.1112923622131299,1.0272358655929599,1.4930112361908001,0.39414396882057207,0.338464230298996,100,4.95499992370605,0.557783484458923,Eastern Asia,0.0329022891819477,2017
415,South Africa,1.51090860366821,1.05469870567322,1.38478863239288,0.479246735572815,0.13936237990856198,101,4.8289999961853,0.18708007037639604,Sub-Saharan Africa,0.0725094974040985,2017
416,Tunisia,1.8902511596679699,1.00726580619812,0.8683514595031742,0.289680689573288,0.0496933571994305,102,4.80499982833862,0.613212049007416,Middle East and Northern Africa,0.0867231488227844,2017
417,Palestinian Territories,1.8788902759552,0.716249227523804,1.1556471586227401,0.25471106171608,0.114173173904419,103,4.77500009536743,0.565666973590851,Middle East and Northern Africa,0.0892826020717621,2017
418,Egypt,1.70216107368469,0.989701807498932,0.997471392154694,0.28211015462875394,0.128631442785263,104,4.7350001335144,0.520187258720398,Middle East and Northern Africa,0.114381365478039,2017
419,Bulgaria,0.996139287948608,1.1614590883255,1.4343794584274299,0.28923171758651695,0.113177694380283,105,4.71400022506714,0.708217680454254,Central and Eastern Europe,0.0110515309497714,2017
420,Sierra Leone,2.66845989227295,0.36842092871666,0.984136044979095,0.318697690963745,0.293040901422501,106,4.70900011062622,0.005564753897488121,Sub-Saharan Africa,0.0710951760411263,2017
421,Cameroon,2.3336455821991,0.564305365085602,0.946018218994141,0.430388748645782,0.23629845678806302,107,4.69500017166138,0.132892116904259,Sub-Saharan Africa,0.0513066314160824,2017
422,Iran,1.49873495101929,1.15687310695648,0.7115512490272521,0.24932260811328896,0.387242913246155,108,4.69199991226196,0.639333188533783,Middle East and Northern Africa,0.048761073499918005,2017
423,Albania,1.49044156074524,0.996192753314972,0.8036852478981021,0.381498634815216,0.20131294429302202,109,4.64400005340576,0.731159746646881,Central and Eastern Europe,0.0398642159998417,2017
424,Bangladesh,1.9787361621856698,0.586682975292206,0.735131740570068,0.478356659412384,0.17225535213947304,110,4.60799980163574,0.533241033554077,Southern Asia,0.123717859387398,2017
425,Namibia,1.4818902015686002,0.964434325695038,1.0984708070755,0.520303547382355,0.0771337449550629,111,4.57399988174438,0.33861181139946,,0.0931469723582268,2017
426,Kenya,1.6519021987915001,0.560479462146759,1.0679507255554201,0.45276376605033897,0.444860309362411,112,4.55299997329712,0.30998834967613204,Sub-Saharan Africa,0.0646413192152977,2017
427,Mozambique,2.3556509017944305,0.23430564999580397,0.870701014995575,0.48079109191894503,0.322228103876114,113,4.550000190734861,0.10665443539619399,Sub-Saharan Africa,0.17943638563156103,2017
428,Myanmar,1.11529040336609,0.36711055040359497,1.12323594093323,0.514492034912109,0.8380751609802249,114,4.54500007629395,0.397522568702698,Southeastern Asia,0.188816204667091,2017
429,Senegal,1.78964614868164,0.479309022426605,1.17969191074371,0.37792226672172496,0.183468893170357,115,4.53499984741211,0.409362852573395,Sub-Saharan Africa,0.11546044796705199,2017
430,Zambia,1.82670545578003,0.6364067792892459,1.00318729877472,0.461603492498398,0.249580144882202,116,4.513999938964839,0.25783589482307395,Sub-Saharan Africa,0.0782135501503944,2017
431,Iraq,1.31890726089478,1.1027104854583702,0.978613197803497,0.288555532693863,0.19963726401329,117,4.49700021743774,0.501180469989777,Middle East and Northern Africa,0.10721575468778599,2017
432,Gabon,1.3229162693023702,1.1982102394104,1.1556202173233001,0.31232857704162603,0.0437853783369064,118,4.46500015258789,0.35657858848571794,Sub-Saharan Africa,0.0760467872023582,2017
433,Ethiopia,2.01574373245239,0.339233845472336,0.8646692037582401,0.408842742443085,0.31265074014663696,119,4.46000003814697,0.35340970754623396,Sub-Saharan Africa,0.16545571386814098,2017
434,Sri Lanka,0.41938924789428705,1.00985014438629,1.25997638702393,0.561213254928589,0.49086356163024897,120,4.44000005722046,0.625130832195282,Southern Asia,0.0736539661884308,2017
435,Armenia,1.5214991569518999,0.900596737861633,1.00748372077942,0.198303267359734,0.0834880918264389,121,4.37599992752075,0.637524425983429,Central and Eastern Europe,0.0266744215041399,2017
436,India,1.5191171169281,0.7922212481498722,0.754372596740723,0.469987004995346,0.23153848946094502,122,4.31500005722046,0.455427616834641,Southern Asia,0.0922268852591515,2017
437,Mauritania,1.65163731575012,0.6484572887420649,1.2720308303833001,0.0960980430245399,0.201870024204254,123,4.29199981689453,0.285349279642105,Sub-Saharan Africa,0.136957004666328,2017
438,Congo (Brazzaville),1.7241356372833299,0.8089642524719242,0.8320443630218509,0.4350258708000179,0.12085212767124198,124,4.29099988937378,0.28995743393898,Sub-Saharan Africa,0.0796181336045265,2017
439,Georgia,1.50013780593872,0.950612664222717,0.57061493396759,0.309410035610199,0.0540088154375553,125,4.28599977493286,0.649546980857849,Central and Eastern Europe,0.25166663527488703,2017
440,Congo (Kinshasa),2.22495865821838,0.0921023488044739,1.22902345657349,0.235961347818375,0.246455833315849,126,4.2800002098083505,0.191407024860382,Sub-Saharan Africa,0.0602413564920425,2017
441,Mali,1.66819095611572,0.476180493831635,1.2814733982086202,0.306613743305206,0.183354198932648,127,4.19000005722046,0.16936567425727803,Sub-Saharan Africa,0.10497024655342098,2017
442,Ivory Coast,1.84496426582336,0.6030489206314089,0.904780030250549,0.4477061927318571,0.201237469911575,128,4.17999982833862,0.0486421696841717,Sub-Saharan Africa,0.130061775445938,2017
443,Cambodia,1.04294109344482,0.6017650961875921,1.00623834133148,0.633375823497772,0.385922968387604,129,4.1680002212524405,0.429783403873444,Southeastern Asia,0.0681059509515762,2017
444,Sudan,1.6870658397674598,0.6595166921615601,1.21400856971741,0.0149958552792668,0.182317450642586,130,4.138999938964839,0.290920823812485,Sub-Saharan Africa,0.089847519993782,2017
445,Ghana,1.57786750793457,0.667224824428558,0.873664736747742,0.423026293516159,0.25692394375801103,131,4.11999988555908,0.29563772678375205,Sub-Saharan Africa,0.0253363698720932,2017
446,Ukraine,0.8143823146820072,0.89465194940567,1.39453756809235,0.12297477573156401,0.270061463117599,132,4.09600019454956,0.575903952121735,Central and Eastern Europe,0.0230294708162546,2017
447,Uganda,1.526362657547,0.381430715322495,1.12982773780823,0.443185955286026,0.32576605677604703,133,4.08099985122681,0.21763260662555703,Sub-Saharan Africa,0.057069718837738,2017
448,Burkina Faso,1.72721290588379,0.35022771358490007,1.04328000545502,0.32436785101890603,0.250864684581757,134,4.03200006484985,0.21584425866603896,Sub-Saharan Africa,0.12032810598611803,2017
449,Niger,1.87398338317871,0.16192533075809498,0.993025004863739,0.36365869641304,0.22867384552955602,135,4.02799987792969,0.26850500702858,Sub-Saharan Africa,0.13857294619083402,2017
450,Malawi,2.08178615570068,0.233442038297653,0.5125688314437871,0.466914653778076,0.28717046976089505,136,3.97000002861023,0.315089583396912,Sub-Saharan Africa,0.0727116540074348,2017
451,Chad,2.07123804092407,0.43801298737525896,0.953855872154236,0.16234202682972002,0.21611385047435802,137,3.9360001087188703,0.0411347150802612,Sub-Saharan Africa,0.0535818822681904,2017
452,Zimbabwe,1.59797024726868,0.37584653496742204,1.08309590816498,0.336384207010269,0.189143493771553,138,3.875,0.19676375389099102,Sub-Saharan Africa,0.0953753814101219,2017
453,Lesotho,1.42983531951904,0.521021246910095,1.19009518623352,0.390661299228668,0.157497271895409,139,3.80800008773804,0.0,Sub-Saharan Africa,0.119094640016556,2017
454,Angola,1.6144824028015101,0.8584281802177429,1.1044119596481299,0.0,0.09792649000883098,140,3.79500007629395,0.0498686656355858,Sub-Saharan Africa,0.0697203353047371,2017
455,Afghanistan,2.15080118179321,0.401477217674255,0.581543326377869,0.106179520487785,0.311870932579041,141,3.7939999103546103,0.18074677884578697,Southern Asia,0.0611578300595284,2017
456,Botswana,0.37791371345520003,1.12209415435791,1.2215549945831299,0.505196332931519,0.0993484482169151,142,3.7660000324249303,0.34175550937652605,Sub-Saharan Africa,0.0985831990838051,2017
457,Benin,1.88563096523285,0.43108540773391707,0.43529984354972795,0.42596277594566295,0.207948461174965,143,3.65700006484985,0.20993021130561804,Sub-Saharan Africa,0.0609290152788162,2017
458,Madagascar,1.58461260795593,0.305808693170547,0.9130203723907471,0.18919676542282102,0.208732530474663,144,3.64400005340576,0.375223308801651,Sub-Saharan Africa,0.0672319754958153,2017
459,Haiti,1.69716763496399,0.368610262870789,0.640449821949005,0.0303698573261499,0.48920378088951094,145,3.6029999256133998,0.277321130037308,Latin America and Caribbean,0.0998721495270729,2017
460,Yemen,1.3456006050109899,0.5916834473609921,0.93538224697113,0.24946372210979503,0.104125209152699,146,3.59299993515015,0.310080915689468,Middle East and Northern Africa,0.0567674227058887,2017
461,South Sudan,1.8795673847198502,0.39724862575531,0.601323127746582,0.147062435746193,0.285670816898346,147,3.5910000801086404,0.163486003875732,,0.116793513298035,2017
462,Liberia,1.6732859611511202,0.11904179304838199,0.8721179366111759,0.33288118243217496,0.26654988527298,148,3.5329999923706095,0.229918196797371,Sub-Saharan Africa,0.0389482490718365,2017
463,Guinea,1.55231189727783,0.24454993009567302,0.7912446856498722,0.348587512969971,0.264815092086792,149,3.50699996948242,0.194129139184952,Sub-Saharan Africa,0.110937617719173,2017
464,Togo,1.8372292518615703,0.30544471740722695,0.4318825304508211,0.38042613863945,0.19689615070819896,150,3.4949998855590803,0.247105568647385,Sub-Saharan Africa,0.0956650152802467,2017
465,Rwanda,0.540061235427856,0.368745893239975,0.945707023143768,0.5818438529968261,0.25275602936744695,151,3.47099995613098,0.326424807310104,Sub-Saharan Africa,0.455220013856888,2017
466,Syria,1.06157350540161,0.777153134346008,0.396102607250214,0.0815394446253777,0.49366372823715204,152,3.46199989318848,0.5005333423614501,Middle East and Northern Africa,0.15134713053703303,2017
467,Tanzania,0.621130466461182,0.511135876178741,1.04198980331421,0.390017777681351,0.354256361722946,153,3.34899997711182,0.364509284496307,Sub-Saharan Africa,0.0660351067781448,2017
468,Burundi,1.68302416801453,0.09162256866693501,0.629793584346771,0.0599007532000542,0.20443518459796897,154,2.90499997138977,0.151610791683197,Sub-Saharan Africa,0.0841479450464249,2017
469,Central African Republic,2.06600475311279,0.0,0.0,0.270842045545578,0.280876487493515,155,2.69300007820129,0.0187726859003305,Sub-Saharan Africa,0.0565650761127472,2017
470,Finland,,1.305,1.5919999999999999,0.6809999999999999,0.20199999999999999,1,7.632000000000001,0.8740000000000001,Western Europe,0.39299999999999996,2018
471,Norway,,1.456,1.5819999999999999,0.6859999999999999,0.28600000000000003,2,7.593999999999999,0.861,Western Europe,0.34,2018
472,Denmark,,1.351,1.59,0.6829999999999999,0.284,3,7.555,0.868,Western Europe,0.408,2018
473,Iceland,,1.3430000000000002,1.6440000000000001,0.677,0.353,4,7.495,0.914,Western Europe,0.138,2018
474,Switzerland,,1.42,1.5490000000000002,0.66,0.256,5,7.487,0.927,Western Europe,0.35700000000000004,2018
475,Netherlands,,1.361,1.4880000000000002,0.638,0.33299999999999996,6,7.441,0.878,Western Europe,0.295,2018
476,Canada,,1.33,1.5319999999999998,0.653,0.321,7,7.327999999999999,0.8959999999999999,North America,0.29100000000000004,2018
477,New Zealand,,1.268,1.601,0.669,0.365,8,7.324,0.8759999999999999,Australia and New Zealand,0.389,2018
478,Sweden,,1.355,1.501,0.659,0.285,9,7.314,0.9129999999999999,Western Europe,0.38299999999999995,2018
479,Australia,,1.34,1.5730000000000002,0.647,0.361,10,7.272,0.91,Australia and New Zealand,0.302,2018
480,United Kingdom,,1.244,1.433,0.46399999999999997,0.262,11,7.19,0.888,Western Europe,0.08199999999999999,2018
481,Austria,,1.341,1.504,0.617,0.242,12,7.138999999999999,0.8909999999999999,Western Europe,0.22399999999999998,2018
482,Costa Rica,,1.01,1.459,0.632,0.14300000000000002,13,7.072,0.8170000000000001,Latin America and Caribbean,0.10099999999999999,2018
483,Ireland,,1.4480000000000002,1.5830000000000002,0.614,0.307,14,6.977,0.8759999999999999,Western Europe,0.306,2018
484,Germany,,1.34,1.474,0.586,0.273,15,6.965,0.861,Western Europe,0.28,2018
485,Belgium,,1.324,1.483,0.583,0.188,16,6.9270000000000005,0.894,Western Europe,0.24,2018
486,Luxembourg,,1.5759999999999998,1.52,0.632,0.196,17,6.91,0.8959999999999999,Western Europe,0.321,2018
487,United States,,1.3980000000000001,1.4709999999999999,0.547,0.29100000000000004,18,6.886,0.8190000000000001,North America,0.133,2018
488,Israel,,1.301,1.5590000000000002,0.5329999999999999,0.354,19,6.814,0.883,Middle East and Northern Africa,0.272,2018
489,United Arab Emirates,,2.096,0.7759999999999999,0.284,0.18600000000000003,20,6.774,0.67,Middle East and Northern Africa,,2018
490,Czech Republic,,1.2329999999999999,1.489,0.5429999999999999,0.064,21,6.711,0.8540000000000001,Central and Eastern Europe,0.034,2018
491,Malta,,1.27,1.525,0.645,0.376,22,6.627000000000001,0.884,Western Europe,0.142,2018
492,France,,1.2930000000000001,1.466,0.52,0.098,23,6.489,0.9079999999999999,Western Europe,0.17600000000000002,2018
493,Mexico,,1.038,1.252,0.479,0.069,24,6.4879999999999995,0.7609999999999999,Latin America and Caribbean,0.095,2018
494,Chile,,1.131,1.331,0.431,0.19699999999999998,25,6.476,0.8079999999999999,Latin America and Caribbean,0.061,2018
495,Taiwan,,1.365,1.436,0.418,0.151,26,6.441,0.857,Eastern Asia,0.078,2018
496,Panama,,1.112,1.4380000000000002,0.597,0.125,27,6.43,0.759,Latin America and Caribbean,0.063,2018
497,Brazil,,0.986,1.474,0.493,0.11,28,6.419,0.675,Latin America and Caribbean,0.08800000000000001,2018
498,Argentina,,1.073,1.4680000000000002,0.57,0.062,29,6.388,0.7440000000000001,Latin America and Caribbean,0.054000000000000006,2018
499,Guatemala,,0.7809999999999999,1.268,0.604,0.179,30,6.382000000000001,0.608,Latin America and Caribbean,0.071,2018
500,Uruguay,,1.093,1.459,0.625,0.13,31,6.379,0.7709999999999999,Latin America and Caribbean,0.155,2018
501,Qatar,,1.649,1.3030000000000002,0.654,0.256,32,6.374,0.748,Middle East and Northern Africa,0.171,2018
502,Saudi Arabia,,1.379,1.331,0.509,0.098,33,6.371,0.633,Middle East and Northern Africa,0.127,2018
503,Singapore,,1.5290000000000001,1.4509999999999998,0.631,0.261,34,6.343,1.008,Southeastern Asia,0.457,2018
504,Malaysia,,1.161,1.258,0.35600000000000004,0.311,35,6.322,0.669,Southeastern Asia,0.059000000000000004,2018
505,Spain,,1.251,1.538,0.449,0.142,36,6.31,0.965,Western Europe,0.07400000000000001,2018
506,Colombia,,0.96,1.439,0.531,0.099,37,6.26,0.635,Latin America and Caribbean,0.039,2018
507,Trinidad & Tobago,,1.2229999999999999,1.492,0.575,0.171,38,6.192,0.564,,0.019,2018
508,Slovakia,,1.21,1.537,0.354,0.11800000000000001,39,6.172999999999999,0.7759999999999999,Central and Eastern Europe,0.013999999999999999,2018
509,El Salvador,,0.8059999999999999,1.2309999999999999,0.461,0.065,40,6.167000000000001,0.639,Latin America and Caribbean,0.08199999999999999,2018
510,Nicaragua,,0.6679999999999999,1.319,0.527,0.20800000000000002,41,6.141,0.7,Latin America and Caribbean,0.128,2018
511,Poland,,1.176,1.4480000000000002,0.546,0.10800000000000001,42,6.122999999999999,0.7809999999999999,Central and Eastern Europe,0.064,2018
512,Bahrain,,1.338,1.3659999999999999,0.594,0.243,43,6.105,0.698,Middle East and Northern Africa,0.12300000000000001,2018
513,Uzbekistan,,0.7190000000000001,1.584,0.7240000000000001,0.32799999999999996,44,6.096,0.605,Central and Eastern Europe,0.259,2018
514,Kuwait,,1.474,1.301,0.5539999999999999,0.16699999999999998,45,6.082999999999999,0.675,Middle East and Northern Africa,0.106,2018
515,Thailand,,1.016,1.4169999999999998,0.637,0.364,46,6.072,0.7070000000000001,Southeastern Asia,0.028999999999999998,2018
516,Italy,,1.264,1.501,0.281,0.13699999999999998,47,6.0,0.946,Western Europe,0.027999999999999997,2018
517,Ecuador,,0.889,1.33,0.556,0.114,48,5.973,0.736,Latin America and Caribbean,0.12,2018
518,Belize,,0.807,1.101,0.593,0.183,49,5.956,0.474,,0.08900000000000001,2018
519,Lithuania,,1.197,1.527,0.35,0.026000000000000002,50,5.952000000000001,0.716,Central and Eastern Europe,0.006,2018
520,Slovenia,,1.219,1.506,0.633,0.16,51,5.9479999999999995,0.856,Central and Eastern Europe,0.051,2018
521,Romania,,1.1159999999999999,1.219,0.528,0.08800000000000001,52,5.945,0.726,Central and Eastern Europe,0.001,2018
522,Latvia,,1.148,1.454,0.363,0.092,53,5.933,0.6709999999999999,Central and Eastern Europe,0.066,2018
523,Japan,,1.294,1.462,0.5529999999999999,0.079,54,5.915,0.988,Eastern Asia,0.15,2018
524,Mauritius,,1.09,1.3869999999999998,0.584,0.245,55,5.891,0.684,Sub-Saharan Africa,0.05,2018
525,Jamaica,,0.8190000000000001,1.493,0.575,0.096,56,5.89,0.693,Latin America and Caribbean,0.031,2018
526,South Korea,,1.266,1.204,0.244,0.175,57,5.875,0.955,Eastern Asia,0.051,2018
527,Northern Cyprus,,1.229,1.2109999999999999,0.495,0.179,58,5.835,0.909,,0.154,2018
528,Russia,,1.151,1.479,0.39899999999999997,0.065,59,5.81,0.599,Central and Eastern Europe,0.025,2018
529,Kazakhstan,,1.143,1.516,0.45399999999999996,0.14800000000000002,60,5.79,0.631,Central and Eastern Europe,0.121,2018
530,Cyprus,,1.229,1.1909999999999998,0.423,0.20199999999999999,61,5.7620000000000005,0.909,Western Europe,0.035,2018
531,Bolivia,,0.7509999999999999,1.2229999999999999,0.606,0.141,62,5.752000000000001,0.508,Latin America and Caribbean,0.054000000000000006,2018
532,Estonia,,1.2,1.5319999999999998,0.5529999999999999,0.086,63,5.739,0.737,Central and Eastern Europe,0.174,2018
533,Paraguay,,0.835,1.5219999999999998,0.541,0.162,64,5.681,0.615,Latin America and Caribbean,0.07400000000000001,2018
534,Peru,,0.934,1.249,0.53,0.092,65,5.662999999999999,0.674,Latin America and Caribbean,0.034,2018
535,Kosovo,,0.855,1.23,0.44799999999999995,0.27399999999999997,66,5.662000000000001,0.578,Central and Eastern Europe,0.023,2018
536,Moldova,,0.657,1.301,0.23199999999999998,0.171,67,5.64,0.62,Central and Eastern Europe,0.0,2018
537,Turkmenistan,,1.016,1.5330000000000001,0.41700000000000004,0.19899999999999998,68,5.636,0.517,Central and Eastern Europe,0.037000000000000005,2018
538,Hungary,,1.171,1.401,0.259,0.061,69,5.62,0.732,Central and Eastern Europe,0.022000000000000002,2018
539,Libya,,0.985,1.35,0.496,0.11599999999999999,70,5.566,0.5529999999999999,Middle East and Northern Africa,0.14800000000000002,2018
540,Philippines,,0.775,1.3119999999999998,0.643,0.12,71,5.524,0.513,Southeastern Asia,0.105,2018
541,Honduras,,0.62,1.205,0.45899999999999996,0.19699999999999998,72,5.504,0.622,Latin America and Caribbean,0.07400000000000001,2018
542,Belarus,,1.0390000000000001,1.4980000000000002,0.307,0.10099999999999999,73,5.483,0.7,Central and Eastern Europe,0.154,2018
543,Turkey,,1.148,1.38,0.324,0.106,74,5.483,0.6859999999999999,Middle East and Northern Africa,0.109,2018
544,Pakistan,,0.652,0.81,0.33399999999999996,0.21600000000000003,75,5.472,0.424,Southern Asia,0.113,2018
545,Hong Kong,,1.405,1.29,0.524,0.24600000000000002,76,5.43,1.03,Eastern Asia,0.29100000000000004,2018
546,Portugal,,1.188,1.429,0.562,0.055,77,5.41,0.884,Western Europe,0.017,2018
547,Serbia,,0.975,1.369,0.28800000000000003,0.134,78,5.398,0.685,Central and Eastern Europe,0.043,2018
548,Greece,,1.1540000000000001,1.202,0.131,0.0,79,5.358,0.879,Western Europe,0.044000000000000004,2018
549,Lebanon,,0.965,1.179,0.503,0.214,80,5.358,0.785,Middle East and Northern Africa,0.136,2018
550,Montenegro,,1.0170000000000001,1.2790000000000001,0.259,0.111,81,5.347,0.7290000000000001,Central and Eastern Europe,0.081,2018
551,Croatia,,1.115,1.161,0.38,0.12,82,5.321000000000001,0.737,Central and Eastern Europe,0.039,2018
552,Dominican Republic,,0.982,1.4409999999999998,0.578,0.12,83,5.3020000000000005,0.614,Latin America and Caribbean,0.106,2018
553,Algeria,,0.9790000000000001,1.1540000000000001,0.077,0.055,84,5.295,0.687,Middle East and Northern Africa,0.135,2018
554,Morocco,,0.779,0.797,0.46,0.026000000000000002,85,5.254,0.669,Middle East and Northern Africa,0.07400000000000001,2018
555,China,,0.9890000000000001,1.1420000000000001,0.597,0.028999999999999998,86,5.246,0.799,Eastern Asia,0.10300000000000001,2018
556,Azerbaijan,,1.024,1.161,0.43,0.031,87,5.2010000000000005,0.603,Central and Eastern Europe,0.17600000000000002,2018
557,Tajikistan,,0.474,1.166,0.292,0.187,88,5.199,0.598,Central and Eastern Europe,0.034,2018
558,Macedonia,,0.9590000000000001,1.239,0.39399999999999996,0.17300000000000001,89,5.185,0.691,Central and Eastern Europe,0.052000000000000005,2018
559,Jordan,,0.8220000000000001,1.265,0.46799999999999997,0.13,90,5.1610000000000005,0.645,Middle East and Northern Africa,0.134,2018
560,Nigeria,,0.6890000000000001,1.172,0.462,0.201,91,5.155,0.048,Sub-Saharan Africa,0.032,2018
